,screenName,userId,text,location,multi-team
3083,anshumgupta,62562318,And it’s game on! #GoCroatia #WorldCup,"San Francisco, CA",False
3084,GenuineDraft_SF,705608750783041536,#Croatia!!! Making it interesting. Love it....#WorldCup18,"Cupertino, CA",False
3085,IamLivengood,450458892,Knotted. #RUS ?? 1 #CRO ?? 1! #WorldCup,"Austin, TX",False
3086,Schoeisms,480018817,Boomshakalaka #CRO #RUSCRO #WorldCup,"Lake Monticello, VA",False
3087,frostygurl23,361913881,Hell yes!! Another beautiful finish!! What a game so far.?????? #CRORUS #WorldCup,"Indiana, USA",False
3088,TimCiescoNBC5,19931057,Rooting for Croatia in this one ?????? #CRO #RUS #WorldCup https://t.co/Kg969D822s,"Dallas, TX",False
3089,str909,16709305,We are level #FifaWorldCup2018 #CroatiavsRussia #croatia,"Redlands, CA",False
3090,BadWolfBay87,263940729,@kmaemaier And that’s how it’s done! #Croatia,"Phoenix, AZ",False
3091,WokeUpInMalibu,4291485616,Dammit #Croatia! I have errands to run and now you’re going to make me late.,"Malibu, CA",False
3092,bespokecurator,21125894,Will he have the coach or the coach AND the goalie poisoned if they lose? #Russia #WorldCup #WorldCup18,"Virginia Beach, VA",False
3093,dmv8286,45091911,Croatia BACK! #WorldCup #CRORUS,"Arizona, USA",False
3094,osprey4life,116490821,#RUSCRO #WorldCup https://t.co/wDf4hWWOVn,"Maple Shade, NJ",False
3095,jamespchuck,232058210,Yes Kramaric!!! Great pass Mandzukic!! Go #croatia! #CroatiavsRussia,"Chicago, IL",False
3096,RealCatRiley,569539545,Anyone but Russia #worldcup,"Lauderdale, MN",False
3097,RYYYYYYYE,329189242,GOLAZO! #Croatia,"Manhattan, NY",False
3098,GenuineDraft_SF,705608750783041536,Bang! #England! #threeloins,"Cupertino, CA",False
3099,boomkikiboom,212424758,"Yeah, #Croatia!!!! ??","Indianapolis, IN",False
3100,OptimusE24,53993753,WELP! #RUSCRO #WorldCup https://t.co/G6HSntUAOJ,"Chino, CA",False
3101,AGMSports,14548676,#RUS 1 #CRO 1 in the 39’ #WorldCup in Sochi’s Olympic Stadium where Opening &amp; Closing Ceremony took place Fischt Stadium,"Los Angeles, CA",False
3102,sleon,11267122,ALL LEVELED IN SOCHI 1–1. #RUSCRO #WorldCup,"Weston, FL",False
3103,mrpuzzetta,23897139,Kramáric!!! #WorldCup #RUSCRO,"Charlotte, NC",False
3104,steve_sez_3MTA3,2363427326,Whoever in the US that says soccer is boring should watch this Russia-Croatia match. Damn fun! #WorldCup,"El Paso, TX",False
3105,DK3000SC,1053622117,"Lightning fast break, good run and cross from Mandzukic, and the number 9 for Croatia finally shows up. #WorldCup #Gameon","Cayce, SC",False
3106,SpursJax,836380983188389888,World Class!!! #ThreeLions #Eng #WorldCup https://t.co/PCv8rEJ3nQ,"Florida, USA",False
3107,JDejuan2,347685889,Croatia back! #RUSCRO #WorldCup https://t.co/c99qzWCeix,"Sulphur, LA",False
3108,Cognosyeti,41708658,Thanks a lot @hulu . The one time I want to use your service on my phone to watch the #worldcup while traveling. Do… https://t.co/9mkXlFidao,"Sioux Falls, SD",False
3109,whallen3,583399782,Croatia ?? Game On!! #RUSCRO #WorldCup,"Florida, USA",False
3110,Chase_Glorfield,805271258,"Homie was unmarked. That’s not good defense, Russia. #WorldCup","Twin Falls, ID",False
3111,Marcus_Willey_3,570364257,AAAAAAJJJJMOOOOO #CROATIA,"Hays, KS",False
3112,vanman_1000,335904331,Tie game #Cro goal 1-1 #WorldCup,"Houston, TX",False
3113,AdamAlfi,126720611,And another something from nothing and we are at 1-1. #Cro #Rus #WorldCup.,"Irvington, NY",False
3114,collynwall,32683813,GOOOAAALLLLLL #Croatia,"Salina, KS",False
3115,bibliophiELLE,169553437,C’mon #Croatia! #RUSCRO #worldcup,"Churchville, PA",False
3116,MootePoints,74544801,Somebody needs to make sure that these players who score for #Croatia leave #Russia alive after this #worldcup #RUSCRO game,"Brookhaven, GA",False
3117,FriskyDingo86,79318848,Nice execution by #crotia #WorldCup,"Dallas, TX",False
3118,NicholasPoblete,1965948583,"Kramari? ties it up!! Game on. 
#Rus 1-1 #Cro 
#WorldCup","Fountainebleau, FL",False
3119,RealHarrisonC,243487766,Let’s go Broatia! #worldcup,"Sacramento, CA",False
3120,cljmitchell,43816587,"Game on! Excellent late run from Kramaric, great header #CRORUS #WorldCup","Chicago, IL",False
3121,EmmaSchmeidler,31127216,"PSA: young, single, humours and loved the #WorldCup","Georgia, USA",False
3122,DillonBurkhard,436789061,Let’s Go! #Croatia,"Dodge City, KS",False
3123,wilfriedboh,342009168,bruh... croatia ?? scored #worldcup,"Lanham, MD",False
3124,Kallie_Serrano,40053203,Yes!!! Croatia!! #worldcup,"Indianapolis, IN",False
3125,EdoSoros,806551722739044352,Goooaall ?? #worldcup,"Washington, DC",False
3126,yonatanb,7350052,Yes!!!!! #FuckRussia #WorldCup #Rusia2018 #FuckTrump,"Sunnyvale, CA",False
3127,derrickSLC,14263302,1-1!  #RUSvsCRO #WorldCup,"Salt Lake City, UT",False
3128,cutesmile728,146140411,Russia 1 - Croatia 1 #worldcup #RUSCRO,"Colesville, MD",False
3129,KeenaMcGee,632128647,Game on! #CRO #WorldCup,"Chicago, IL",False
3130,gurkhali,15167053,We have a game people #RUSCRO #WorldCup,"Seattle, WA",False
3131,WritingDavid,2791124550,#Croatia says we’re not done yet! Probably. 1-1 40’. #WorldCup #RUSCRO,"Oak Park, IL",False
3132,MikenIke13,279255779,1-1. Get in Croatia! ?? #WorldCup,"Orlando, FL",False
3133,downonthedog,844987782405771266,"Croatia ??GOAL!!!!!
#WorldCup","Sioux Falls, SD",False
3134,irishjrk,14884007,#level #Croatia https://t.co/nLOv6PrPpu,"Frisco, TX",False
3135,LeeWebb03,35567764,CROATIA!!! #WORLDCUP,"Missouri, USA",False
3136,princetonyk,323254039,Wow wow game on #RUS #CRO #WorldCup,"Massachusetts, USA",False
3137,Nicholas3001,21825342,And #Croatia is level! #WorldCup #RUSCRO,"Weirton, WV",False
3138,EdmArsenal,437062387,Game on! #RUSCRO #WorldCup,"North Carolina, USA",False
3139,EmmaSchmeidler,31127216,Game onnnnn #WorldCup,"Georgia, USA",False
3140,amyburvall,158207707,I’m the girl of your dreams because I’m watching The Footy whilst making choc chip cookies whilst doing laundry whi… https://t.co/py6tyhejyj,"Heeia, HI",False
3141,lobodude03,366238942,"Ruh Roh, Croatia strikes back! #WorldCup","Albuquerque, NM",False
3142,BobbyNEIN_,873206010285928452,"Denis Cheryshev. Collusion. 

#Rus
#WorldCup 
#Resist https://t.co/5PlDs9U5NT","San Diego, CA",False
3143,MrValdezHTX93,3403494913,What a fucking game!!! #Rus #Cro #WorldCup,"Houston, TX",False
3144,ameyaw112,27955127,1:1 game on #RussiaVsCroatia #worldcup,"Bull Run, VA",False
3145,jenwiddisonbaca,180030813,"#YayCroatia 
#RUSCRO 
#FifaWorldCup","El Paso, TX",False
3146,blazindw,17875127,#CRO strikes back!! #WorldCup,"Washington, DC",False
3147,matt_bang22,718174922539859968,I left for 2 minutes to take out the trash and I missed Russia score #WorldCup,"Nevada, USA",False
3148,NYCKING,19257498,#WorldCup #CRO ties it,"Queens, NY",False
3149,attorneygsb,238675787,#Croatia!!!!!,"Manhattan, NY",False
3150,irishjrk,14884007,That #yellow call at the 35’ was shameful #RUSvsCRO #WorldCup https://t.co/QEMxuZJbC9,"Frisco, TX",False
3151,teachpreach238,2605958184,"Brazil...really? 

#WorldCup","DeKalb, IL",False
3152,DavidNemer,39033058,Russia is meddling in the World Cup! #WorldCup,"Kentucky, USA",False
3153,pradiggitydog,230683506,Only Pablo Ramirez would say “GOLAAAAAAAZO!!!!!” to this kind of goal. #RUSCRO #RUS #WorldCup https://t.co/mN98Bd0BMk,"Nevada, USA",False
3154,DoctorGC,17505613,Perceived talent levels be damned —- I would want to play Croatia in a semifinal 10 times out of 10 instead of Russia on home soil #WorldCup,"Indiana, USA",False
3155,nlantz1986,931923195975827456,#ENG won and #RUS is up 1-0. #worldcup,"Avalon, NJ",False
3156,MootePoints,74544801,Putin just flipped the switch on the heat seeking ball that they are playing with for that #Russian #WorldCup goal #RUSCRO,"Brookhaven, GA",False
3157,dneighbors,1308101,Poor #cro getting man handled by #rus if they want the #worldcup they will need to step up the 2nd half,"Encinitas, CA",False
3158,Francis12319229,876276541348601858,"O Rusia es muy bueno o Croacia la está cajeteando .!?
#RUS #CRO 
#WorldCup","Katy, TX",False
3159,jamespchuck,232058210,Ugh. Mandzukic could have us up 2-0. Let’s go #croatia!!,"Chicago, IL",False
3160,SterlingSID,774033479835222016,"The #WorldCup is so much fun.
#obvioustweet","Grapevine, TX",False
3161,Leyjoon,885676508,Whatever drug these Russian players are on I need to survive my next @F45Training  #worldcup #RUS,"San Diego, CA",False
3162,Incorrigible___,106355913,Rip Sweden #WorldCup2018 #WorldCup,"Upland, CA",False
3163,GeekLewis,409692315,Noooo! Croatia do not yield! You must defeat Russia! #WorldCup,"Chicago, IL",False
3164,dow_87,54099305,"If #Russia2018 wins against #Croatia , @realDonaldTrump will announce a day of celebration in #US","Apex, NC",False
3165,BrettMyhres,25694388,"Seriously, #RUS winning this #WorldCup would be a black eye on an event that doesn’t need one as good as it has bee… https://t.co/COneXTgdQU","Rockford, IL",False
3166,MaxLoopDJ,44826089,Jordan Pickford you the Real MVP ?? #ENGSWE #WorldCup #England #FinalFour #ItsComingHome,"Pasadena, CA",False
3167,Daniel_Ajiroba,182837486,The Russians are not here to joke! They’re playing so well. #RUSCRO #worldcup,"Amherst, NY",False
3168,lucyrushton12,514775445,"Surely the makers of #emoji need to bu pushing out an #England flag now....??? 

The ???deserve it!!! 

Bring on th… https://t.co/e3ymB4sreH","Georgia, USA",False
3169,EdoSoros,806551722739044352,Someone in DC is really happy about Russia scoring #worldcup,"Washington, DC",False
3170,ced_ceddyced,2269963831,Vodka Vladimir!! Mother Russia ?? what a goal! #worldcup,"Chicago, IL",False
3171,calebhailey,78247357,Unbelievable goal by Russia! ? #WorldCup,"Portland, OR",False
3172,Rus_Pjetro,284624465,Nice goal Russia ?? ! #RUSCRO #WorldCup,"Amarillo, TX",False
3173,EMcCauley55,64297344,"If Russia wins, it collusion as fuck right? #WorldCup","Barberton, OH",False
3174,lifeafterhiphop,142927523,Russian Bots out here over achieving #WorldCup,"San Jose, CA",False
3175,KCase_Closed,607859625,Denis Cheryshev scores strictly bangers. He just made these nice people we met from Croatia very sad. #WorldCup https://t.co/Aj4CXx3q32,"Paradise, NV",False
3176,Coach_KCool,478321515,What a shot! 1-0 ?? #WorldCup,"Trenton, MO",False
3177,cfotiou213,2391800132,"Congratulations Team Russia, you get to live to see another day!  #WorldCup #RUSCRO https://t.co/8PFbv5Xn2K","Pasadena, CA",False
3178,GKardolus,102746058,Doped up Russians. #worldcup #fifa,"Brooklyn, NY",False
3179,jwbvt,30912529,Wow! #rus #worldcup https://t.co/HXcjYA2W9Q,"Vermont, USA",False
3180,AndrewACCarter,534745687,"Cheryshev with the Russian long range missile!!! #OhMy
The host country buzzing in #Sochi.
#RUSCRO #WorldCup @FIFAWorldCup @FIFAcom","Marion, OH",False
3181,jlsnyder1,42164678,Putin should win an Emmy for this #worldcup script,"Nevada, USA",False
3182,xzadamsx,842567501934477312,"I literally stopped the conversation I was having and screamed “OH MY GOD” when he shot this.

It’s called the beau… https://t.co/FptO1zQL2S","North Carolina, USA",False
3183,Elenilson_sv,40744767,#ModoSovietico On #WorldCup,"Lindenwold, NJ",False
3184,caityrogo,74733407,"I completely identify with Russia’s coach who, upon his team scoring to take the lead, does not look happy, elated,… https://t.co/K6wRWMkIjW","Indianapolis, IN",False
3185,fourtailsfoods,1012811953822105602,Watching the world cup with the family! #worldcup #fam #blessed #daydrinking #beer #paleale #celebrate #soccer… https://t.co/ZJiyVwJN3I,Buffalo Wild Wings,False
3186,antonio_q24,236277250,WHAT A GOAL FROM RUSSIA ??!!! #WorldCup,"Laurel, MD",False
3187,FCCincy2018,1001602064257048576,Uhhhhh what?! #RuSvCRO #Russia2018 #FIFAWC2018 ?? ?? ?????? https://t.co/rTUo5GgZ6X,"Mount Juliet, TN",False
3188,voltare90,1370489360,#worldcup #SWEvENG #lol #dankmemes #meme #memes #funny https://t.co/ley1HSxE1j,"Long Beach, CA",False
3189,PinkFurryBella,559764417,Gorgeous goal by Russia!! #RussiaVsCroatia #WorldCup #WorldCup2018 https://t.co/kDDJOpwDDF,"Brookline, MA",False
3190,Chris_Fetters,178182219,Goal scorer is now a future member of Putin’s cabinet. #worldcup #georgeanddragon https://t.co/ybjblCNVdA,"Seattle, WA",False
3191,Sleepybrowne,278095620,What the fuck is #Croatia doing giving up a goal to the Russians in today’s #QuarterFinals #WorldCup2018,"Brooklyn, NY",False
3192,jaredfoote03,931187353,"What a snipe ? 
#WorldCup","Michigan, USA",False
3193,NCSL2,455107180,"I have a feeling that somewhere, Vladimir Putin is sitting at a Buffalo Wild Wings telling the waitress he needed a… https://t.co/ig63W4QYKb","Lincolnia, VA",False
3194,GameShowMan,18783506,"I'll tell you this right now: if the #WorldCup semifinals turns out to be #england vs #russia, England should bring… https://t.co/vQjcZyqAaN","Commerce, CA",False
3195,pradiggitydog,230683506,GOLAAAAAZO!!!!! DE #RUS!!! They strike first and take a 1-0 lead!!!! #RUSCRO #RUS #WorldCup,"Nevada, USA",False
3196,rickeybevington,80139649,Yes indeed a significantly better soccer team can lose to an inferior team #CRORUS #worldcup,"Atlanta, GA",False
3197,GypsyRN212,32702256,F you russia...bad enough you tampered our election &amp; got an asshole elected..now we got to watch you in the semifi… https://t.co/3Gs4qjjQSn,"New York, NY",False
3198,Winnie_Byanyima,355696940,That #Russia2018 goal!!!!!  #RUSCRO,"Manhattan, NY",False
3199,EdwardEgrosFox4,15553592,"Not since Chebyshev’s Theorem have we seen #RUS with such strong, reliable numbers.  #WorldCup","Dallas, TX",False
3200,gurkhali,15167053,"Holy moly Russia, great shot #RussiaCroazia #WorldCup","Seattle, WA",False
3201,servingsins,392764876,Who knew the Russian’s have such good game.  ?????? #worldcup,"Baldwin Park, CA",False
3202,jstats,16618242,Not rooting at all for #RUS against #Cro ...that being said...what a shot and what a tournament by Cheryshev!!! All… https://t.co/8BIDEOjgUR,"Oakville, MO",False
3203,therealjosho0,261338324,Croatia’s goalie didn’t move a muscle  #WorldCup https://t.co/WfVUTw5DyK,"Belleville, NJ",False
3204,JMillionNYC,23857378,That was quite the goal from Russia #WorldCup,"Queens, NY",False
3205,oy_vey_eli,466105467,Cheryshev the strongest left wing in Russian history since Stalin #WorldCup,"Charles Town, WV",False
3206,awestover,84381639,Is Ovi drinking out of the cup now after that goal? ? #worldcup #ALLCAPS,"White Marsh, MD",False
3207,cfotiou213,2391800132,"Can somebody please tell me what color belongs to which team?  

Here I am sitting like a moron —

Never mind.… https://t.co/VCsftVZtq4","Pasadena, CA",False
3208,JDejuan2,347685889,How does Russia keep doing this? This tournament is wild #RUSCRO #WorldCup,"Sulphur, LA",False
3209,Pritom_MUFC,1347654770,"Massive massive performance from Jordan Pickford. Splendid saves throughout! 
#ENGSWE #WorldCup","Lubbock, TX",False
3210,SirEdwardJames,132395804,A miracle run by the Russians this tournament. They’ve played some nice ball. #WorldCup,"Corpus Christi, TX",False
3211,Bill_Huber_,3291093325,Ummmmm. This isn’t how this game is supposed to go #Croatia #WorldCup,"Florissant, MO",False
3212,alexkidwell,32711887,Wow! The Russian underdog story continues. Wonder if we'll find out in a few months that the Kremlin secretly extra… https://t.co/WM9Eme7xnH,"Los Angeles, CA",False
3213,Chase_Glorfield,805271258,Croatia is going to have to pull their heads out to get back into this one. Very uninspired play by ?? so far. #WorldCup,Twin Falls ID,False
3214,irinaslutsky,13352,Bend it like Beckhamsky #WorldCup,"San Francisco, CA",False
3215,TippettDylan,716994944,That goal was DISGUSTING!!! #WorldCup,"Frisco, TX",False
3216,sepulveda_lee,2478893604,"Cheryshev take a bow ??? what a screamer ??? 
#RUS #RUSCRO #WorldCup","Gilbert, AZ",False
3217,CoreSpeedElite,756626175208939524,@NO_SO1 #Golazo ?? 1-0 Russia ?? #WorldCup,"Austin, TX",False
3218,Book_Of_Levi,274130071,RUSSIA!!! Why am I rooting for Russia??? #WorldCup,"Grand Rapids, MI",False
3219,DamienCorrieri,69046353,"Seriously!  Collusion...
#RUS #WorldCup #CRO","Ames, IA",False
3220,IamLivengood,450458892,Ooooooh ? #RUS ?? 1 #CRO ?? 0 #WorldCup,"Austin, TX",False
3221,TheKyleJenkins,386297587,Damn!! #Russia #WorldCup https://t.co/ogKzqhEule,"Chalco, NE",False
3222,GregMaas11,80059892,NOT Fake News. It's #RUS 1 #CRO 0 31' #WorldCup,"Moscow, ID",False
3223,sleon,11267122,#RUS going to the SEMIS are becoming more releastic. #RUS 1 #CRO 1. #RUSCRO #WorldCup,"Weston, FL",False
3224,IamNatelucky13,2905866461,Dat goal tho.....#RUS #WorldCup,"Knoxville, TN",False
3225,OptimusE24,53993753,You have made him proud #RUSCRO #WorldCup https://t.co/ycs9tAhODb,"Chino, CA",False
3226,ATLCRA,270515005,"*Bar erupts because #RUS scores*

Patron cheering for #CRO : ""Oh, I'm sorry, I didn't realize that we were in Moscow!""

#worldcup","Atlanta, GA",False
3227,SawEasy,274002191,@realDonaldTrump loosing his mind over that Russian goal. #WorldCup2018 #russia #Croatia,"Kansas City, MO",False
3228,thekellyfrances,76045937,WHATTTTTTTTTTT ISSSSSSS THISSSSSSS WORLDDDDDDDD CUPPPPPPPPP?!?!?!?!????!?!???!?!!!! #RUS #WorldCup,"Atlanta, GA",False
3229,nachopetey,460272815,both the crowd and the goalie for #Croatia just watched that goal go in... #WorldCup,"Nashville, TN",False
3230,bsnk145,88187644,What a goal.. #RUS #WorldCup,"San Jose, CA",False
3231,Ben_Sawyer,21438679,Cheryshev with a beautiful goal! ?????? ??????! #WorldCup,"Palm Springs, CA",False
3232,rjerue,308637298,??? #Worldcup,"Oceanside, CA",False
3233,mrpuzzetta,23897139,"Cheryshev, you son of a bitch! What a bloody screamer of a goal!!! #RUSCRO #WorldCup","Charlotte, NC",False
3234,NewHelvetiaBrew,625028968,"You would be forgiven for thinking this match has something to do with RUSsel CROw
#worldcup #RUSvCRO https://t.co/5Pp2h8RaWk","Sacramento, CA",False
3235,alexintheATX,203989958,#WorldCup with lunch and a beer ????,"Austin, TX",False
3236,therealskicast,20535886,"Wow, what a goal!!! #RUSCRO #WorldCup","Wichita, KS",False
3237,MaggieeeLeighh,492556380,Russia with the early lead. The Cinderella story continues for the hosts. #RUSCRO #WorldCup,"Nebraska, USA",False
3238,frostygurl23,361913881,Incredible goal!!!! #RusCro #WorldCup,"Indiana, USA",False
3239,TheFromaster,432250167,My word ??? #WorldCup,"Brookhaven, GA",False
3240,oOoDREDAYoOo,228514444,Woooow that goal was nice! Russia up #WorldCup,"Bridgeport, CT",False
3241,JuanAlonso25,34391813,I said it day 1.....Russia is gonna win this!!! ??? #WorldCup,"Los Angeles, CA",False
3242,Josh_Gabriel,56500176,I don’t understand soccer anymore. #RUS #WorldCup,"Bayonne, NJ",False
3243,MKopack,72067235,#Croatia looks like they expect to win this game. Then THAT happens.  #RUSCRO #WorldCup,"North Carolina, USA",False
3244,Doug_Umami,19532526,OH SHIT!! #RUS #WorldCup,"Seattle, WA",False
3245,SportsfanaticMB,610382849,"WOW!!!! #RUS V #CRO 
#WorldCup","Watauga, TX",False
3246,elcurly214,2396237029,WHAT A BANGERRRR  #WorldCup,"Dallas, TX",False
3247,RAMSES_HEEL09,101931530,Damn He sooo wasn’t ready for that #stopbeinglax #goalieproblems #Croatia,"Texas, USA",False
3248,willkennedynews,373018957,"That was some serious left-footed #Collusion right there!!! ??
#rus #RUSCRO #WorldCup","Charlotte, NC",False
3249,PeteZervakisTV,378237798,Russia’s goal ? #WorldCup,"Milwaukee, WI",False
3250,SirEdwardJames,132395804,The RUSSIANS !!!!!! #WorldCup,"Corpus Christi, TX",False
3251,SilveyESP,344913288,"Can’t lie....that goal was beautiful by #RUS 

#WorldCup","Clemson, SC",False
3252,gothamchopra,19845137,"OMG - #Russia is gonna win the #WorldCup, aren’t they?","Los Angeles, CA",False
3253,amidukamara,419524876,Do not sleep on Russia. I repeat. DO NOT SLEEP ON RUSSIA #Putin'sBoyz #WorldCup,"Knoxville, TN",False
3254,slrzeta,33404536,"Wow, what a strike for #RUS ! 1-0 to the hosts. #WorldCup #RUSCRO","Cedar Rapids, IA",False
3255,manubergher,20413277,Me vas a decir tu qué Rusia no puede quedar campeón en su propio país... por favor... #Rusia2018 #WorldCup #CopaMundial2018,"Richmond West, FL",False
3256,melodymuses,15919864,???? ??? #RUS #WorldCup,"Washington, DC",False
3257,NicholasPoblete,1965948583,"@Cheryshev outdoes himself once again. One of the bright stars of the World Cup. 
#Rus 1-0 #Cro 
#WorldCup","Fountainebleau, FL",False
3258,benjaminhk01,3389914540,Test them.?#RUS #RUSCRO #WorldCup,"South San Francisco, CA",False
3259,DanielsANerd,14607667,"FUCKING RUSSIA WITH THE CRAZIEST GOAL EVER I HATE YOU SO MUCH

#WorldCup #WorldCup18","Chicago, IL",False
3260,mkaalong,131405792,What a shot! #Russia #WorldCup,"Lee's Summit, MO",False
3261,CentralKingston,1103010607,"Every Russian player name sounds like a bottle of cheap vodka
#WorldCup 
#RUSCRO","Los Angeles, CA",False
3262,mfc248,21361348,"What a strike! According to the world view of a big chunk of my timeline, we just took the lead! #WorldCup #RUSCRO (“#USACRO”)","Royersford, PA",False
3263,jamiegp,12195462,"I’m cheering for Croatia, but damn that was a shot, Russia. #respect #WorldCup","Baltimore, MD",False
3264,JamesCranford,221612235,That is a wonder strike. #WorldCup,"Winchester, NV",False
3265,Douglasislam,855064004,WHAT A GOAL? #Rus #worldcup,"Orange, NJ",False
3266,erikselz,16944358,WTH #CRO ... come on .... #worldcup #RUSCRO,"Chicago, IL",False
3267,osprey4life,116490821,Now that’s crazy what a stirke. Woww!!! Place must be going nuts right now. #RUSCRO #WorldCup,"Maple Shade, NJ",False
3268,MattfromKC,48264753,Russia is gonna win the #WorldCup ain’t they,"Kansas, USA",False
3269,omarramirez17,50131936,Mother RUSSIA omg #worldcup,"Elgin, IL",False
3270,AdamAlfi,126720611,And just like that.....football.....nice strike. Goal from absolutely nothing. #Rus #WorldCup,"Irvington, NY",False
3271,gcourtin,15599339,I guess if Putin can win the US election he can also win the #worldcup ....,"Boston, MA",False
3272,wilfriedboh,342009168,bruh.... russia ?? scored.... #worldcup,"Lanham, MD",False
3273,abonfigs2112,266952990,Have you ever seen a goalie look more helpless? #WorldCup #RUSCRO,"Stratford, NJ",False
3274,jfernandess81,1209249170,that was a fucking nice goal man #RUS #WorldCup,"Milford, MA",False
3275,JLunsford864,240454666,Russia has rigged the #WorldCup somehow.,"Panama City, FL",False
3276,jmcclure24,785786520,GOALLLLLL RUSSIAAAAA???????? #1-0 #WorldCup,"Georgia, USA",False
3277,PatrickDailey,33664590,"Well then, that was fancy. #RUS #WorldCup","Vista, CA",False
3278,CandyDodson4712,1210380811,#worldcup #cro #rus #RUSCRO https://t.co/MHZQEY0rCJ,The Mainstay,False
3279,ranchee94,2546450785,"Wow, what a shot! #WorldCup","Queens, NY",False
3280,mikeray,15155083,Just laughed far harder than I should have at the @EuanHolden viral trend reference during Russia / Croatia. #WorldCup ?? ??,"Houston, TX",False
3281,KeenaMcGee,632128647,What a strike! #RUS #WorldCup,"Chicago, IL",False
3282,johnny_rosado,343522714,GOOOOAAL #Russia! #WorldCup 1-0,"New York, USA",False
3283,ChristyWill,23795962,I will be extremely disappointed if Russia advances. ?????? #WorldCup,"Los Angeles, CA",False
3284,princetonyk,323254039,What a screamer ?#RUS #WorldCup,"Massachusetts, USA",False
3285,EmmaSchmeidler,31127216,Oh my goodness what a goal #RUS #WorldCup,"Georgia, USA",False
3286,CathalConlon,121521450,Oooffff. What a hit son. What a hit! #worldcup,"Foxborough, MA",False
3287,DoctorGC,17505613,Doping doesn’t magically allow you to shoot like that #worldcup,"Indiana, USA",False
3288,vicster,1233431,Where did THAT come from??? #RUS goes up 1-0. #WorldCup #RUSvCRO,"Raleigh, NC",False
3289,paulferreri,388138462,Go #cro #worldcup let's go! https://t.co/g0Gwgln7dB,Northstar Cafe,False
3290,nbello8,351137621,Wow what a goal! #RussiaVsCroatia #WorldCup,"Swansea, MA",False
3291,eddiekenny,56750786,Strike!!!! #RUS #CRO #WorldCup,"Owensboro, KY",False
3292,MikenIke13,279255779,Oh my Russia ? #WorldCup,"Orlando, FL",False
3293,DK3000SC,1053622117,My goodness what a goal. That was beautiful play and an amazing strike. #WorldCup,"Cayce, SC",False
3294,tenright43,34038616,Beautiful goal #Russia2018,"Elwood, NY",False
3295,FriskyDingo86,79318848,"Wow, nice goal by #russia #WorldCup","Dallas, TX",False
3296,WritingDavid,2791124550,WHAT A SCREAMMMMERRRRR! Russia can do no wrong! 1-0! #Russia #WorldCup,"Oak Park, IL",False
3297,AlexDonno,35813696,Oh my. That was an awesome goal by #RUS. Can they really pull this one off? #WorldCup,"Three Lakes, FL",False
3298,JoseMartinezTV,553819218,"?? @realDonaldTrump finished his round of golf, just in time to sit down and watch HIS TEAM play Croatia in the #WorldCup 

?????","Vista, CA",False
3299,floooaady,426511606,CHERYSHEV!!! Are you mad!!! #WorldCup,"Florida, USA",False
3300,awestover,84381639,Wow! #worldcup,"White Marsh, MD",False
3301,IanGabelli,2501710360,WHAT A GOAL #rus #worldcup,"Sacramento, CA",False
3302,mortegaha,814061507516346368,#RUSSIA2018,"Rollingwood, CA",False
3303,AGMSports,14548676,#RUS 1 #CRO 0 32’ #WorldCup,"Los Angeles, CA",False
3304,cljmitchell,43816587,Oh... well hi there.. Russia lead 1-0?! #CRORUS #WorldCup,"Chicago, IL",False
3305,JPriceR20,128396657,"Onto the next! ???
#worldcup #SWEENG #ENG #threelions #semis #finalfour https://t.co/0hbRnXS0AU","Prospect, KY",False
3306,blazindw,17875127,Oh MAN. #RUS #WorldCup,"Washington, DC",False
3307,NYCKING,19257498,#WorldCup #RUS 1-0,"Queens, NY",False
3308,UhhhhColin,194890089,Today I found out that Stu Holden was a professional counter strike player. #Worldcup,"Denver, CO",False
3309,miquelj,21324423,My ideal final would’ve been Russia vs Ukraine #WorldCup,"Belmont, CA",False
3310,rlittwin,30751859,"@realDonaldTrump longing to be there #WorldCup with his ""best friend"", and favorite murderer, Vlad in Sochi.… https://t.co/mwczDSlRpW","Tolleson, AZ",False
3311,JoseMendez3,287036938,Watching #worldcup with #RUSCRO is like.. https://t.co/jYWpMf045p,"Texas, USA",False
3312,boomkikiboom,212424758,"I want #Croatia to win just so #Russia will lose. I’m pretty bitter about it all. 
#worldcup","Indianapolis, IN",False
3313,BamaBelle6969,1592316890,@AlabamaFTBL @BamaProUpdates #alabama fans - you should pull for #Croatia as the homeland of #CoachSaban plus - it… https://t.co/oKOuNYvIAQ,"North Myrtle Beach, SC",False
3314,kmcorder,40564434,Here’s a take: Soccer is actually fun to watch. #worldcup,"Houston, TX",False
3315,yishmeister,125187454,@DIRECTV what the hell is up with this 4K feed stuttering constantly?!?! Hasn’t been like this the whole #WorldCup,"Charlotte, NC",False
3316,HunterRadioEdit,4390030995,Watching Croatia vs Russia with a Black IPA from @TwistedSpurSC with @rockdocradio is a great Saturday.  Love #Cola… https://t.co/dAElMVCoaU,Twisted Spur Brewing,False
3317,209erFaithful,325772924,@1053SS It actually is quality time. You’re present aren’t you.? #worldcup,"Arlington, TX",False
3318,erythromania,373690460,"Again, don't know who to root for... #RUSCRO #WorldCup","Davis, CA",False
3319,EBADTWEET,46016762,Most boring match of this #WorldCup by far. Ugh.,"Mission, San Francisco",False
